timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
7528796,7528796,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7552767,7552767,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7572967,7572967,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7597036,7597036,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7621006,7621006,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7644798,7644798,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7668979,7668979,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7692821,7692821,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7716770,7716770,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7740796,7740796,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7760794,7760794,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7784760,7784760,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7805551,7805551,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7829867,7829867,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7849592,7849592,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7869580,7869580,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7890343,7890343,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7914339,7914339,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7938655,7938655,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7958328,7958328,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
7982393,7982393,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
8006326,8006326,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
8026324,8026324,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
8046656,8046656,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
8066324,8066324,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
8087934,8087934,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
8111979,8111979,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
8131989,8131989,18,255,0,0,0,1511,1515,1094,1509,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
